,Station_code,latitud,longitud,HOURNORAIN,T2MMAX,T2MMEAN,T2MMIN,TPRECMAX,FECHA
0,ACO,19.6355,-98.912,0.0,290.7959,286.08203,282.59589,0.00561,2019-10-17 00:00:00
1,AJU,19.1547,-99.1625,0.0,293.82757999999995,288.55615,285.17708999999996,0.00244,2019-10-17 00:00:00
2,AJM,19.2721,-99.2077,0.0,293.01318,287.64676000000003,284.06487999999996,0.00299,2019-10-17 00:00:00
3,ATI,19.577,-99.2541,0.0,291.7308,286.27203,282.40918,0.0039299999999999995,2019-10-17 00:00:00
4,BJU,19.3716,-99.15899999999999,0.0,292.24939,286.83447,283.12961,0.00367,2019-10-17 00:00:00
5,CAM,19.4684,-99.1698,0.0,291.84528,286.37908999999996,282.58109,0.00396,2019-10-17 00:00:00
6,CCA,19.3262,-99.1761,0.0,292.57797,287.18036,283.52828999999997,0.0033799999999999998,2019-10-17 00:00:00
7,TEC,19.4872,-99.1142,0.0,291.65659,286.25037000000003,282.47607,0.00424,2019-10-17 00:00:00
8,CHO,19.2669,-98.8861,0.0,292.61804,287.36334,283.9628,0.00394,2019-10-17 00:00:00
9,COR,19.2653,-99.02600000000001,0.0,292.79456,287.49756,284.03049,0.00355,2019-10-17 00:00:00
10,CUA,19.3653,-99.2917,0.0,292.49545,287.01862,283.28143,0.00329,2019-10-17 00:00:00
11,CUT,19.7222,-99.1986,0.0,291.5849,286.46198,282.71063,0.00421,2019-10-17 00:00:00
12,DIC,19.2988,-99.1858,0.0,292.78632000000005,287.40414,283.78817999999995,0.0032,2019-10-17 00:00:00
13,EAJ,19.2712,-99.204,0.0,293.0162,287.65167,284.07288,0.00299,2019-10-17 00:00:00
14,EDL,19.3134,-99.3106,0.0,292.82034,287.39124,283.72314,0.00303,2019-10-17 00:00:00
15,FAC,19.4825,-99.2435,0.0,291.94763,286.4155,282.5791,0.00375,2019-10-17 00:00:00
16,FAR,19.4737,-99.0462,0.0,291.52591,286.21198,282.4968,0.004529999999999999,2019-10-17 00:00:00
17,GAM,19.4827,-99.0945,0.0,291.61929,286.23859,282.48016,0.00433,2019-10-17 00:00:00
18,HGM,19.4116,-99.1522,0.0,292.02155,286.59372,282.84952000000004,0.00386,2019-10-17 00:00:00
19,INN,19.292,-99.3805,0.0,292.99826,287.58151000000004,283.9335,0.00286,2019-10-17 00:00:00
20,IZT,19.3844,-99.1176,0.0,292.08917,286.70453,283.00977,0.00389,2019-10-17 00:00:00
21,LPR,19.5347,-99.1177,0.0,291.47189,286.12656,282.34002999999996,0.0044,2019-10-17 00:00:00
22,LAA,19.4838,-99.1473,0.0,291.74585,286.2999,282.50549,0.00409,2019-10-17 00:00:00
23,IBM,19.4433,-99.2154,0.0,292.02313,286.52847,282.72864,0.00374,2019-10-17 00:00:00
24,LOM,19.403,-99.2421,0.0,292.23834,286.75049,282.97916000000004,0.0035299999999999997,2019-10-17 00:00:00
25,LLA,19.5788,-99.0396,0.0,291.21587999999997,286.09247,282.41213999999997,0.00487,2019-10-17 00:00:00
26,MER,19.4246,-99.1196,0.0,291.88666,286.48703,282.75055,0.00405,2019-10-17 00:00:00
27,MGH,19.4041,-99.2026,0.0,292.16681,286.70157,282.94153,0.00365,2019-10-17 00:00:00
28,MPA,19.1769,-98.9902,0.0,293.49417,288.1875,284.86829,0.00305,2019-10-17 00:00:00
29,MON,19.4604,-98.9029,0.0,291.34882000000005,286.18799,282.58224,0.005,2019-10-17 00:00:00
30,MCM,19.4291,-99.1319,0.0,291.89832,286.48444,282.73682,0.0040100000000000005,2019-10-17 00:00:00
31,NEZ,19.3937,-99.0282,0.0,291.83347000000003,286.54095,282.9021,0.00433,2019-10-17 00:00:00
32,PED,19.3251,-99.2041,0.0,292.63013,287.21957000000003,283.55756,0.00329,2019-10-17 00:00:00
33,SAG,19.533,-99.0303,0.0,291.22128,286.03893999999997,282.33942,0.00487,2019-10-17 00:00:00
34,SNT,19.2504,-99.2565,0.0,293.21271,287.85931,284.29868,0.00278,2019-10-17 00:00:00
35,SFE,19.3574,-99.2629,0.0,292.5097,287.04871,283.32651,0.0033,2019-10-17 00:00:00
36,SAC,19.3456,-99.0094,0.0,292.10977,286.83109,283.26108,0.00415,2019-10-17 00:00:00
37,TAH,19.2465,-99.0106,0.0,292.93768,287.64362,284.21472,0.0034700000000000004,2019-10-17 00:00:00
38,TLA,19.5291,-99.2046,0.0,291.66541,286.1972,282.3447,0.00404,2019-10-17 00:00:00
39,TLI,19.6025,-99.1772,0.0,291.59472999999997,286.25128,282.44308,0.00418,2019-10-17 00:00:00
40,UIZ,19.3608,-99.0739,0.0,292.13177,286.79528999999997,283.15823,0.0039700000000000004,2019-10-17 00:00:00
41,UAX,19.3044,-99.1036,0.0,292.60767000000004,287.26419,283.68503,0.00351,2019-10-17 00:00:00
42,VIF,19.6582,-99.0966,0.0,291.32996,286.26227,282.57855,0.00465,2019-10-17 00:00:00
43,XAL,19.526,-99.0824,0.0,291.37546000000003,286.08392000000003,282.32828,0.00458,2019-10-17 00:00:00
