,Station_code,latitud,longitud,HOURNORAIN,T2MMAX,T2MMEAN,T2MMIN,TPRECMAX,FECHA
0,ACO,19.6355,-98.912,0.0,295.11334,288.51804,283.44135,0.00022,2016-08-02 00:00:00
1,AJU,19.1547,-99.1625,0.0,295.58987,290.55542,285.98502,0.00036,2016-08-02 00:00:00
2,AJM,19.2721,-99.2077,0.0,294.78525,289.63751,285.3284,0.00035,2016-08-02 00:00:00
3,ATI,19.577,-99.2541,0.0,293.98883,288.39139,284.29584,0.00027,2016-08-02 00:00:00
4,BJU,19.3716,-99.15899999999999,0.0,294.39429,288.91479,284.59647,0.0003,2016-08-02 00:00:00
5,CAM,19.4684,-99.1698,0.0,294.05194,288.47305,284.24384,0.00029,2016-08-02 00:00:00
6,CCA,19.3262,-99.1761,0.0,294.56847999999997,289.22479,284.90594,0.00032,2016-08-02 00:00:00
7,TEC,19.4872,-99.1142,0.0,294.17432,288.41354,284.03241,0.00027,2016-08-02 00:00:00
8,CHO,19.2669,-98.8861,0.0,295.92992999999996,289.76498,284.50854,0.00021,2016-08-02 00:00:00
9,COR,19.2653,-99.02600000000001,0.0,295.49915,289.73761,284.8479,0.00027,2016-08-02 00:00:00
10,CUA,19.3653,-99.2917,0.0,294.19507000000004,288.99295,284.90198,0.00033,2016-08-02 00:00:00
11,CUT,19.7222,-99.1986,0.0,294.65398999999996,288.74594,284.41226,0.00022999999999999998,2016-08-02 00:00:00
12,DIC,19.2988,-99.1858,0.0,294.6875,289.42728,285.10229,0.00033,2016-08-02 00:00:00
13,EAJ,19.2712,-99.204,0.0,294.80048,289.64569,285.32709,0.00035,2016-08-02 00:00:00
14,EDL,19.3134,-99.3106,0.0,294.42023,289.33826,285.21148999999997,0.00035,2016-08-02 00:00:00
15,FAC,19.4825,-99.2435,0.0,293.88156000000004,288.44931,284.37363,0.0003,2016-08-02 00:00:00
16,FAR,19.4737,-99.0462,0.0,294.44287,288.46502999999996,283.85236000000003,0.00026000000000000003,2016-08-02 00:00:00
17,GAM,19.4827,-99.0945,0.0,294.24591000000004,288.42612,283.98245,0.00027,2016-08-02 00:00:00
18,HGM,19.4116,-99.1522,0.0,294.25754,288.69442999999995,284.38773,0.00029,2016-08-02 00:00:00
19,INN,19.292,-99.3805,0.0,294.46963999999997,289.49509,285.40097000000003,0.00037,2016-08-02 00:00:00
20,IZT,19.3844,-99.1176,0.0,294.4715,288.84078999999997,284.41089,0.00029,2016-08-02 00:00:00
21,LPR,19.5347,-99.1177,0.0,294.17825,288.32428,283.94635,0.00026000000000000003,2016-08-02 00:00:00
22,LAA,19.4838,-99.1473,0.0,294.07962000000003,288.42221,284.13815,0.00028,2016-08-02 00:00:00
23,IBM,19.4433,-99.2154,0.0,294.01859,288.57448999999997,284.43253,0.0003,2016-08-02 00:00:00
24,LOM,19.403,-99.2421,0.0,294.10129,288.76482999999996,284.64441,0.00031,2016-08-02 00:00:00
25,LLA,19.5788,-99.0396,0.0,294.54422,288.39465,283.73123,0.00023999999999999998,2016-08-02 00:00:00
26,MER,19.4246,-99.1196,0.0,294.3121,288.6311,284.23801000000003,0.00028,2016-08-02 00:00:00
27,MGH,19.4041,-99.2026,0.0,294.16287,288.7467,284.55792,0.00031,2016-08-02 00:00:00
28,MPA,19.1769,-98.9902,0.0,296.18982,290.457,285.33664,0.00026000000000000003,2016-08-02 00:00:00
29,MON,19.4604,-98.9029,0.0,294.94604,288.59713999999997,283.57425,0.00022999999999999998,2016-08-02 00:00:00
30,MCM,19.4291,-99.1319,0.0,294.26108,288.61397999999997,284.26022,0.00028,2016-08-02 00:00:00
31,NEZ,19.3937,-99.0282,0.0,294.77222,288.80826,284.07788,0.00026000000000000003,2016-08-02 00:00:00
32,PED,19.3251,-99.2041,0.0,294.50555,289.23537999999996,284.97937,0.00033,2016-08-02 00:00:00
33,SAG,19.533,-99.0303,0.0,294.47369,288.33743,283.6691,0.00025,2016-08-02 00:00:00
34,SNT,19.2504,-99.2565,0.0,294.81497,289.80521,285.54971,0.00037,2016-08-02 00:00:00
35,SFE,19.3574,-99.2629,0.0,294.25739,289.034,284.90533,0.00033,2016-08-02 00:00:00
36,SAC,19.3456,-99.0094,0.0,295.08014,289.11612,284.27106000000003,0.00025,2016-08-02 00:00:00
37,TAH,19.2465,-99.0106,0.0,295.68304,289.90109,284.93442000000005,0.00026000000000000003,2016-08-02 00:00:00
38,TLA,19.5291,-99.2046,0.0,293.94897000000003,288.31512000000004,284.16449,0.00027,2016-08-02 00:00:00
39,TLI,19.6025,-99.1772,0.0,294.19588999999996,288.43332000000004,284.17697000000004,0.00026000000000000003,2016-08-02 00:00:00
40,UIZ,19.3608,-99.0739,0.0,294.74045,288.98852999999997,284.38763,0.00028,2016-08-02 00:00:00
41,UAX,19.3044,-99.1036,0.0,294.93137,289.39511,284.8345,0.0003,2016-08-02 00:00:00
42,VIF,19.6582,-99.0966,0.0,294.625,288.55231000000003,284.01153999999997,0.00023999999999999998,2016-08-02 00:00:00
43,XAL,19.526,-99.0824,0.0,294.27907999999996,288.31903,283.82895,0.00025,2016-08-02 00:00:00
