,Station_code,latitud,longitud,HOURNORAIN,T2MMAX,T2MMEAN,T2MMIN,TPRECMAX,FECHA
0,ACO,19.6355,-98.912,0.0,295.49438,288.54773,282.8475,0.00026000000000000003,2016-06-23 00:00:00
1,AJU,19.1547,-99.1625,0.0,296.6452,290.47119,284.70206,0.00028,2016-06-23 00:00:00
2,AJM,19.2721,-99.2077,0.0,296.07108,289.65398999999996,283.93427,0.00029,2016-06-23 00:00:00
3,ATI,19.577,-99.2541,0.0,295.50872999999996,288.57227,282.81244,0.00026000000000000003,2016-06-23 00:00:00
4,BJU,19.3716,-99.15899999999999,0.0,295.66296,288.9624,283.1944,0.00029,2016-06-23 00:00:00
5,CAM,19.4684,-99.1698,0.0,295.40088,288.55884,282.79016,0.00029,2016-06-23 00:00:00
6,CCA,19.3262,-99.1761,0.0,295.84161,289.2572,283.50424,0.00029,2016-06-23 00:00:00
7,TEC,19.4872,-99.1142,0.0,295.36777,288.47736000000003,282.6868,0.00028,2016-06-23 00:00:00
8,CHO,19.2669,-98.8861,0.0,296.3457,289.56061,283.45215,0.00022,2016-06-23 00:00:00
9,COR,19.2653,-99.02600000000001,0.0,296.2522,289.61761,283.66049,0.00025,2016-06-23 00:00:00
10,CUA,19.3653,-99.2917,0.0,295.68723,289.07982999999996,283.37115,0.0003,2016-06-23 00:00:00
11,CUT,19.7222,-99.1986,0.0,295.96341,289.00214,283.2796,0.00022,2016-06-23 00:00:00
12,DIC,19.2988,-99.1858,0.0,295.95721000000003,289.44922,283.70697,0.00029,2016-06-23 00:00:00
13,EAJ,19.2712,-99.204,0.0,296.07755,289.65972999999997,283.9368,0.00029,2016-06-23 00:00:00
14,EDL,19.3134,-99.3106,0.0,295.87726000000004,289.4053,283.72213999999997,0.0003,2016-06-23 00:00:00
15,FAC,19.4825,-99.2435,0.0,295.38644,288.56125,282.80991,0.00029,2016-06-23 00:00:00
16,FAR,19.4737,-99.0462,0.0,295.4039,288.48694,282.66342000000003,0.00028,2016-06-23 00:00:00
17,GAM,19.4827,-99.0945,0.0,295.37631,288.47882000000004,282.67992999999996,0.00028,2016-06-23 00:00:00
18,HGM,19.4116,-99.1522,0.0,295.53314,288.75549,282.98212,0.00029,2016-06-23 00:00:00
19,INN,19.292,-99.3805,0.0,295.96277000000003,289.56723,283.91284,0.00031,2016-06-23 00:00:00
20,IZT,19.3844,-99.1176,0.0,295.62927,288.87122,283.07416,0.00028,2016-06-23 00:00:00
21,LPR,19.5347,-99.1177,0.0,295.37546000000003,288.42764,282.65332,0.00027,2016-06-23 00:00:00
22,LAA,19.4838,-99.1473,0.0,295.37186,288.50156,282.72375,0.00029,2016-06-23 00:00:00
23,IBM,19.4433,-99.2154,0.0,295.45712000000003,288.6701,282.91943,0.00029,2016-06-23 00:00:00
24,LOM,19.403,-99.2421,0.0,295.56314,288.8558,283.1221,0.00029,2016-06-23 00:00:00
25,LLA,19.5788,-99.0396,0.0,295.42242000000005,288.466,282.70624,0.00027,2016-06-23 00:00:00
26,MER,19.4246,-99.1196,0.0,295.50018,288.68023999999997,282.88885,0.00028,2016-06-23 00:00:00
27,MGH,19.4041,-99.2026,0.0,295.55646,288.82635,283.07861,0.00029,2016-06-23 00:00:00
28,MPA,19.1769,-98.9902,0.0,296.76583999999997,290.23431,284.14456,0.00022,2016-06-23 00:00:00
29,MON,19.4604,-98.9029,0.0,295.49997,288.54031000000003,282.64816,0.00026000000000000003,2016-06-23 00:00:00
30,MCM,19.4291,-99.1319,0.0,295.48795,288.67102,282.88672,0.00028,2016-06-23 00:00:00
31,NEZ,19.3937,-99.0282,0.0,295.63372999999996,288.78463999999997,282.9187,0.00027,2016-06-23 00:00:00
32,PED,19.3251,-99.2041,0.0,295.83881,289.28021,283.54764,0.00029,2016-06-23 00:00:00
33,SAG,19.533,-99.0303,0.0,295.3522,288.38919,282.6091,0.00027,2016-06-23 00:00:00
34,SNT,19.2504,-99.2565,0.0,296.14984,289.8277,284.14777000000004,0.0003,2016-06-23 00:00:00
35,SFE,19.3574,-99.2629,0.0,295.71255,289.11227,283.39886,0.0003,2016-06-23 00:00:00
36,SAC,19.3456,-99.0094,0.0,295.84607,289.04828,283.1344,0.00026000000000000003,2016-06-23 00:00:00
37,TAH,19.2465,-99.0106,0.0,296.37253,289.75269,283.75748,0.00023999999999999998,2016-06-23 00:00:00
38,TLA,19.5291,-99.2046,0.0,295.39374,288.45908,282.69131,0.00027,2016-06-23 00:00:00
39,TLI,19.6025,-99.1772,0.0,295.54202000000004,288.59732,282.84078999999997,0.00026000000000000003,2016-06-23 00:00:00
40,UIZ,19.3608,-99.0739,0.0,295.73657000000003,288.97736000000003,283.13635,0.00027,2016-06-23 00:00:00
41,UAX,19.3044,-99.1036,0.0,295.97906,289.36816,283.53995,0.00027,2016-06-23 00:00:00
42,VIF,19.6582,-99.0966,0.0,295.6474,288.70023,282.97641,0.00025,2016-06-23 00:00:00
43,XAL,19.526,-99.0824,0.0,295.35327,288.39902,282.61975,0.00027,2016-06-23 00:00:00
