,Station_code,latitud,longitud,HOURNORAIN,T2MMAX,T2MMEAN,T2MMIN,TPRECMAX,FECHA
0,ACO,19.6355,-98.912,0.0,290.97598,287.46759,285.02322000000004,0.0018,2016-09-25 00:00:00
1,AJU,19.1547,-99.1625,0.0,293.47427000000005,289.18796000000003,286.27907999999996,0.0017100000000000001,2016-09-25 00:00:00
2,AJM,19.2721,-99.2077,0.0,292.64487,288.4646,285.66925,0.00126,2016-09-25 00:00:00
3,ATI,19.577,-99.2541,0.0,291.53787,287.47052,284.85904,0.00073,2016-09-25 00:00:00
4,BJU,19.3716,-99.15899999999999,0.0,291.78918,287.82025,285.15967,0.00124,2016-09-25 00:00:00
5,CAM,19.4684,-99.1698,0.0,291.35323999999997,287.45496,284.85638,0.00108,2016-09-25 00:00:00
6,CCA,19.3262,-99.1761,0.0,292.15106000000003,288.09332,285.37573,0.00126,2016-09-25 00:00:00
7,TEC,19.4872,-99.1142,0.0,291.1503,287.3692,284.81531,0.0013,2016-09-25 00:00:00
8,CHO,19.2669,-98.8861,0.0,291.89828,288.24237,285.62282999999996,0.00271,2016-09-25 00:00:00
9,COR,19.2653,-99.02600000000001,0.0,292.21295,288.34766,285.65601000000004,0.00215,2016-09-25 00:00:00
10,CUA,19.3653,-99.2917,0.0,292.08636,287.95142000000004,285.22705,0.0009,2016-09-25 00:00:00
11,CUT,19.7222,-99.1986,0.0,292.07732999999996,287.86664,285.2395,0.00074,2016-09-25 00:00:00
12,DIC,19.2988,-99.1858,0.0,292.38281,288.27115,285.5177,0.00128,2016-09-25 00:00:00
13,EAJ,19.2712,-99.204,0.0,292.64554,288.46862999999996,285.67383,0.00128,2016-09-25 00:00:00
14,EDL,19.3134,-99.3106,0.0,292.46167,288.25388,285.47437,0.0009699999999999999,2016-09-25 00:00:00
15,FAC,19.4825,-99.2435,0.0,291.46008,287.46738,284.83911,0.00085,2016-09-25 00:00:00
16,FAR,19.4737,-99.0462,0.0,291.00577000000004,287.36078,284.84845,0.00164,2016-09-25 00:00:00
17,GAM,19.4827,-99.0945,0.0,291.10986,287.36602999999997,284.82364,0.00139,2016-09-25 00:00:00
18,HGM,19.4116,-99.1522,0.0,291.54266,287.63037,285.008,0.00121,2016-09-25 00:00:00
19,INN,19.292,-99.3805,0.0,292.67328,288.40924,285.59542999999996,0.00095,2016-09-25 00:00:00
20,IZT,19.3844,-99.1176,0.0,291.60205,287.72528,285.1026,0.0014,2016-09-25 00:00:00
21,LPR,19.5347,-99.1177,0.0,291.13889,287.32999,284.79037,0.00118,2016-09-25 00:00:00
22,LAA,19.4838,-99.1473,0.0,291.24573,287.39822000000004,284.8212,0.00116,2016-09-25 00:00:00
23,IBM,19.4433,-99.2154,0.0,291.54889,287.56448,284.92798,0.0009599999999999999,2016-09-25 00:00:00
24,LOM,19.403,-99.2421,0.0,291.79147,287.73926,285.06307999999996,0.0009400000000000001,2016-09-25 00:00:00
25,LLA,19.5788,-99.0396,0.0,291.04089,287.36752,284.87192000000005,0.00148,2016-09-25 00:00:00
26,MER,19.4246,-99.1196,0.0,291.39185,287.55377000000004,284.96204,0.00133,2016-09-25 00:00:00
27,MGH,19.4041,-99.2026,0.0,291.7092,287.70615,285.04828,0.0010400000000000001,2016-09-25 00:00:00
28,MPA,19.1769,-98.9902,0.0,292.81924,288.86737,286.08884,0.00256,2016-09-25 00:00:00
29,MON,19.4604,-98.9029,0.0,290.79462,287.37631,284.92969,0.00225,2016-09-25 00:00:00
30,MCM,19.4291,-99.1319,0.0,291.40704,287.54865,284.95145,0.0012699999999999999,2016-09-25 00:00:00
31,NEZ,19.3937,-99.0282,0.0,291.29337000000004,287.61707,285.06586,0.0018399999999999998,2016-09-25 00:00:00
32,PED,19.3251,-99.2041,0.0,292.22144,288.12195,285.38895,0.00116,2016-09-25 00:00:00
33,SAG,19.533,-99.0303,0.0,290.90292,287.28784,284.80713,0.00158,2016-09-25 00:00:00
34,SNT,19.2504,-99.2565,0.0,292.89377,288.63556,285.79843,0.00119,2016-09-25 00:00:00
35,SFE,19.3574,-99.2629,0.0,292.1008,287.97839,285.25476000000003,0.0009599999999999999,2016-09-25 00:00:00
36,SAC,19.3456,-99.0094,0.0,291.54132000000004,287.84091,285.25653,0.0020399999999999997,2016-09-25 00:00:00
37,TAH,19.2465,-99.0106,0.0,292.32802999999996,288.45813,285.75201,0.00228,2016-09-25 00:00:00
38,TLA,19.5291,-99.2046,0.0,291.32764,287.36536,284.77902,0.0008699999999999999,2016-09-25 00:00:00
39,TLI,19.6025,-99.1772,0.0,291.48306,287.49179,284.90591,0.00091,2016-09-25 00:00:00
40,UIZ,19.3608,-99.0739,0.0,291.61777,287.80429,285.19116,0.0016600000000000002,2016-09-25 00:00:00
41,UAX,19.3044,-99.1036,0.0,292.12564,288.16592,285.46848,0.0016300000000000002,2016-09-25 00:00:00
42,VIF,19.6582,-99.0966,0.0,291.50027,287.59686,285.04282,0.0011300000000000001,2016-09-25 00:00:00
43,XAL,19.526,-99.0824,0.0,291.02448,287.29999,284.7854,0.00135,2016-09-25 00:00:00
