,Station_code,latitud,longitud,HOURNORAIN,T2MMAX,T2MMEAN,T2MMIN,TPRECMAX,FECHA
0,ACO,19.6355,-98.912,37800.0,303.18948,291.36002,281.35004,0.0,2020-03-26 00:00:00
1,AJU,19.1547,-99.1625,37800.0,304.86865,293.67981000000003,284.06039,0.0,2020-03-26 00:00:00
2,AJM,19.2721,-99.2077,37800.0,304.14316,292.8006,283.1658,0.0,2020-03-26 00:00:00
3,ATI,19.577,-99.2541,37800.0,303.36194,291.67511,281.92371,0.0,2020-03-26 00:00:00
4,BJU,19.3716,-99.15899999999999,37800.0,303.54663,292.04382000000004,282.43579,0.0,2020-03-26 00:00:00
5,CAM,19.4684,-99.1698,37800.0,303.19852000000003,291.61179,282.01027999999997,0.0,2020-03-26 00:00:00
6,CCA,19.3262,-99.1761,37800.0,303.80414,292.36792,282.75217000000004,0.0,2020-03-26 00:00:00
7,TEC,19.4872,-99.1142,37800.0,303.10724,291.49445,281.88965,0.0,2020-03-26 00:00:00
8,CHO,19.2669,-98.8861,37800.00391,304.14365,292.65201,283.19363,0.0,2020-03-26 00:00:00
9,COR,19.2653,-99.02600000000001,37800.0,304.16183,292.73254,283.20551,0.0,2020-03-26 00:00:00
10,CUA,19.3653,-99.2917,37800.0,303.65894,292.20193,282.57861,0.0,2020-03-26 00:00:00
11,CUT,19.7222,-99.1986,37800.0,303.93237,292.11481000000003,281.99987999999996,0.0,2020-03-26 00:00:00
12,DIC,19.2988,-99.1858,37800.0,303.96982,292.57715,282.9549,0.0,2020-03-26 00:00:00
13,EAJ,19.2712,-99.204,37800.0,304.14867999999996,292.80621,283.17276,0.0,2020-03-26 00:00:00
14,EDL,19.3134,-99.3106,37800.0,303.92871,292.5473,282.90424,0.0,2020-03-26 00:00:00
15,FAC,19.4825,-99.2435,37800.0,303.22147,291.64276,282.04721,0.0,2020-03-26 00:00:00
16,FAR,19.4737,-99.0462,37800.0,303.08997,291.46585,281.85748,0.0,2020-03-26 00:00:00
17,GAM,19.4827,-99.0945,37800.0,303.1011,291.4852,281.879,0.0,2020-03-26 00:00:00
18,HGM,19.4116,-99.1522,37800.0,303.36444,291.81658999999996,282.21155,0.0,2020-03-26 00:00:00
19,INN,19.292,-99.3805,37800.0,304.05881,292.72211,283.07623,0.0,2020-03-26 00:00:00
20,IZT,19.3844,-99.1176,37800.0,303.46088,291.92847,282.32757999999995,0.0,2020-03-26 00:00:00
21,LPR,19.5347,-99.1177,37800.0,303.11954,291.43892999999997,281.73962,0.0,2020-03-26 00:00:00
22,LAA,19.4838,-99.1473,37800.0,303.14108,291.5387,281.93661000000003,0.0,2020-03-26 00:00:00
23,IBM,19.4433,-99.2154,37800.0,303.30566,291.74908,282.14615,0.0,2020-03-26 00:00:00
24,LOM,19.403,-99.2421,37800.0,303.46698,291.9549,282.34409,0.0,2020-03-26 00:00:00
25,LLA,19.5788,-99.0396,37800.0,303.13342,291.40485,281.60559,0.0,2020-03-26 00:00:00
26,MER,19.4246,-99.1196,37800.0,303.29034,291.71994,282.11685,0.0,2020-03-26 00:00:00
27,MGH,19.4041,-99.2026,37800.0,303.43567,291.91217,282.30316,0.0,2020-03-26 00:00:00
28,MPA,19.1769,-98.9902,37800.0,304.77423,293.43237,283.98526,0.0,2020-03-26 00:00:00
29,MON,19.4604,-98.9029,37800.0,303.10016,291.46066,281.8541,0.0,2020-03-26 00:00:00
30,MCM,19.4291,-99.1319,37800.0,303.28528,291.71564,282.11194,0.0,2020-03-26 00:00:00
31,NEZ,19.3937,-99.0282,37800.0,303.3678,291.79214,282.20514,0.0,2020-03-26 00:00:00
32,PED,19.3251,-99.2041,37800.0,303.82349,292.39911,282.77594,0.0,2020-03-26 00:00:00
33,SAG,19.533,-99.0303,37800.0,303.02515,291.32431,281.59814,0.0,2020-03-26 00:00:00
34,SNT,19.2504,-99.2565,37800.0,304.28328999999997,292.9899,283.33374,0.0,2020-03-26 00:00:00
35,SFE,19.3574,-99.2629,37800.0,303.68381,292.23166000000003,282.60764,0.0,2020-03-26 00:00:00
36,SAC,19.3456,-99.0094,37800.0,303.61938,292.0834,282.52191,0.0,2020-03-26 00:00:00
37,TAH,19.2465,-99.0106,37800.0,304.29697000000004,292.88372999999996,283.37781,0.0,2020-03-26 00:00:00
38,TLA,19.5291,-99.2046,37800.0,303.19525,291.52878,281.84698,0.0,2020-03-26 00:00:00
39,TLI,19.6025,-99.1772,37800.0,303.37473,291.66364,281.86014,0.0,2020-03-26 00:00:00
40,UIZ,19.3608,-99.0739,37800.0,303.55328,292.02765,282.44019,0.0,2020-03-26 00:00:00
41,UAX,19.3044,-99.1036,37800.0,303.90909,292.47033999999996,282.88312,0.0,2020-03-26 00:00:00
42,VIF,19.6582,-99.0966,37800.0,303.47906,291.69568,281.72876,0.0,2020-03-26 00:00:00
43,XAL,19.526,-99.0824,37800.0,303.06381,291.37979,281.68216,0.0,2020-03-26 00:00:00
