CO,DIFF,FECHA,HOURNORAIN,NO,NO2,NOX,O3,PM10,PM25,PMCO,RH,SO2,Station_code,T2MMAX,T2MMEAN,T2MMIN,TMP,TPRECMAX,WDR,WSP,class_tmp,latitud,longitud,prev_CO,prev_NO2,prev_NOX,prev_O3,prev_PM10,prev_PM25,prev_PMCO,prev_SO2
7.4101231592,-0.0343866667,2017-03-17 00:00:00,167.95065,5.6593300029,23.5809359389,29.2409344696,37.909979089,34.5898489826,20.2527660438,14.2539758783,48.9166666667,4.8999231703,AJM,24.62771,14.99478,7.39163,15.0291666667,1E-05,165,1.9416666667,2,19.2721,-99.2077,4.6854166667,22.375,28.6666666667,45.4166666667,31.625,22.9583333333,8.7916666667,2.625
8.4568514054,1.0466433333,2017-03-18 00:00:00,0,6.7181616711,21.9547372416,28.7572350377,41.1358019668,33.4583333333,17.9166666667,15.5416666667,44.25,5.6623847554,AJM,24.19033,15.80081,8.84429,14.7541666667,1E-05,146.4583333333,2.5625,2,19.2721,-99.2077,7.4101231592,23.5809359389,29.2409344696,37.909979089,34.5898489826,20.2527660438,14.2539758783,1.625
6.5104166667,-0.0322433333,2017-03-19 00:00:00,728.53162,2.6666666667,15.25,17.8333333333,44.5833333333,31.4583333333,18.7083333333,12.5416666667,50.5833333333,5.9166666667,AJM,25.62881,14.62609,4.73281,14.6583333333,0,191.4166666667,3.0083333333,2,19.2721,-99.2077,8.4568514054,21.9547372416,28.7572350377,41.1358019668,33.4583333333,17.9166666667,15.5416666667,4.8999231703
6.84375,-0.7689266667,2017-03-20 00:00:00,12949.71387,3.375,16.125,19.5,42.0833333333,27.0416666667,13.8333333333,13.25,37.9166666667,8.7083333333,AJM,25.67336,14.99774,5.61776,15.7666666667,0,143.75,3.2791666667,2,19.2721,-99.2077,6.5104166667,15.25,17.8333333333,44.5833333333,31.4583333333,18.7083333333,12.5416666667,5.6623847554
7.9145833333,-0.58212,2017-03-21 00:00:00,0,4.4583333333,16.0833333333,20.5,44.0416666667,25.5,10.0416666667,15.4166666667,27.1666666667,3.25,AJM,26.39004,16.18038,7.81271,16.7625,0,146.9583333333,3.6291666667,2,19.2721,-99.2077,6.84375,16.125,19.5,42.0833333333,27.0416666667,13.8333333333,13.25,5.9166666667
7.5895833333,-0.52305,2017-03-22 00:00:00,7141.5918,5.0416666667,16.4166666667,21.3333333333,44.7916666667,22.375,7.625,14.7916666667,18.5833333333,2.1666666667,AJM,26.59811,16.53945,8.97424,17.0625,0,204.75,3.5166666667,2,19.2721,-99.2077,7.9145833333,16.0833333333,20.5,44.0416666667,25.5,10.0416666667,15.4166666667,8.7083333333
10.4791666667,-1.5375733333,2017-03-23 00:00:00,744.85901,6.375,21.6666666667,27.9583333333,54.7083333333,38.3333333333,17.9166666667,20.4166666667,20.4166666667,2.4166666667,AJM,27.46877,15.94576,6.46511,17.4833333333,0,193.75,2.4,2,19.2721,-99.2077,7.5895833333,16.4166666667,21.3333333333,44.7916666667,22.375,7.625,14.7916666667,3.25
10.6089347387,-0.49462,2017-03-24 00:00:00,4366.13525,3.0931616711,20.7464039083,23.9239017044,58.0108019668,44.875,24.9583333333,19.8333333333,34,2.2457180887,AJM,28.49691,17.86788,9.57205,18.3625,0.0001,157.5416666667,2.8833333333,2,19.2721,-99.2077,10.4791666667,21.6666666667,27.9583333333,54.7083333333,38.3333333333,17.9166666667,20.4166666667,2.1666666667
6.0729166667,0.5867233333,2017-03-25 00:00:00,0,2.0416666667,14.0416666667,16,54.4583333333,27.25,15.7083333333,11.75,41.2083333333,1.8333333333,AJM,27.76238,18.20339,10.36605,17.6166666667,0.00029,193.6666666667,3.1083333333,2,19.2721,-99.2077,10.6089347387,20.7464039083,23.9239017044,58.0108019668,44.875,24.9583333333,19.8333333333,2.4166666667
5.9604166667,0.1553833333,2017-03-26 00:00:00,0,2.0416666667,13.4583333333,15.4583333333,48.75,27.8333333333,16.375,11.4583333333,49.75,1.0833333333,AJM,25.05401,17.00955,10.46774,16.8541666667,0.00035,195.6666666667,2.7958333333,2,19.2721,-99.2077,6.0729166667,14.0416666667,16,54.4583333333,27.25,15.7083333333,11.75,2.2457180887
6.1958477237,0.7568066667,2017-03-27 00:00:00,17138.25586,3.4264950044,13.9964039083,17.340568371,51.5524686335,25.7760625972,13.4693975085,12.2659035131,42.2083333333,2.6623847554,AJM,27.75179,17.86514,9.82302,17.1083333333,0.0002,158.1666666667,3.5666666667,2,19.2721,-99.2077,5.9604166667,13.4583333333,15.4583333333,48.75,27.8333333333,16.375,11.4583333333,1.8333333333
5.9208333333,-1.1465133333,2017-03-28 00:00:00,23693.125,1.5833333333,9.4166666667,10.875,58.4166666667,23.7083333333,12.1666666667,11.5,32.7916666667,1.0416666667,AJM,27.29098,17.87432,9.62145,19.0208333333,1E-05,174.2916666667,3.275,2,19.2721,-99.2077,6.1958477237,13.9964039083,17.340568371,51.5524686335,25.7760625972,13.4693975085,12.2659035131,1.0833333333
8.1684708829,-1.9848966667,2017-03-29 00:00:00,19317.14062,3.3628183466,13.4058783916,16.6467051131,44.7932078673,23.4166666667,9.9166666667,13.4166666667,21.3333333333,1.8621542662,AJM,27.11178,17.10677,8.67166,19.0916666667,0,175.9583333333,3.8041666667,1,19.2721,-99.2077,5.9208333333,9.4166666667,10.875,58.4166666667,23.7083333333,12.1666666667,11.5,2.6623847554
6.9506014054,-2.12532,2017-03-30 00:00:00,13421.77637,2.8431616711,12.663070575,15.465568371,55.3441353002,24.75,11.9166666667,12.7083333333,15.5,1.3707180887,AJM,27.45687,17.08718,8.87448,19.2125,0,157.25,4.2125,1,19.2721,-99.2077,8.1684708829,13.4058783916,16.6467051131,44.7932078673,23.4166666667,9.9166666667,13.4166666667,1.0416666667
10.6476231592,-2.62605,2017-03-31 00:00:00,5030.37402,2.7254983348,13.3321346361,15.7663005681,50.6841562112,38.3398489826,17.5027660438,20.8789758783,25.375,1.4291282518,AJM,23.58013,16.14895,9.67092,18.775,0,165.5,4.6166666667,1,19.2721,-99.2077,6.9506014054,12.663070575,15.465568371,55.3441353002,24.75,11.9166666667,12.7083333333,1.8621542662
8.1104166667,-2.9166233333,2017-04-01 00:00:00,3732.30835,2.125,7.2083333333,9.3333333333,43.5,28.625,12.8333333333,15.9166666667,19.9583333333,0.9583333333,AJM,27.59585,17.12921,8.52004,20.0458333333,0,207.2083333333,4.2875,1,19.2721,-99.2077,10.6476231592,13.3321346361,15.7663005681,50.6841562112,38.3398489826,17.5027660438,20.8789758783,1.3707180887
5.9854166667,-2.4620033333,2017-04-02 00:00:00,23761.55469,0.75,5,5.7083333333,44.1666666667,23.75,12.0833333333,11.6666666667,20.4166666667,1,AJM,26.85055,17.14633,7.42227,19.6083333333,0,197.8333333333,3.8541666667,1,19.2721,-99.2077,8.1104166667,7.2083333333,9.3333333333,43.5,28.625,12.8333333333,15.9166666667,1.4291282518
6.7696449129,-2.5018633333,2017-04-03 00:00:00,29756.46484,2.5833333333,10.25,12.8333333333,48.3333333333,44.3815156493,31.1694327105,13.3373092116,12.75,1.3333333333,AJM,28.01437,16.98147,7.76785,19.4833333333,0,154.875,3.4458333333,1,19.2721,-99.2077,5.9854166667,5,5.7083333333,44.1666666667,23.75,12.0833333333,11.6666666667,0.9583333333
9.5517898258,-2.2617233333,2017-04-04 00:00:00,2940.79395,3.0588316681,13.1238013028,16.2246339015,50.3508228778,38.875,20.8333333333,18.0833333333,13.0416666667,1.1374615851,AJM,28.7759,18.05911,9.13217,20.3208333333,0,163.5416666667,3.1875,1,19.2721,-99.2077,6.7696449129,10.25,12.8333333333,48.3333333333,44.3815156493,31.1694327105,13.3373092116,1
19.4262028108,-1.7842533333,2017-04-05 00:00:00,14768.13281,3.1764950044,17.9547372416,21.1322350377,60.0524686335,65.875,29.0416666667,36.7916666667,25.3333333333,2.0790514221,AJM,30.4967,18.84908,9.37216,20.6333333333,0,145.7083333333,3.7166666667,1,19.2721,-99.2077,9.5517898258,13.1238013028,16.2246339015,50.3508228778,38.875,20.8333333333,18.0833333333,1.3333333333
14.2208333333,1.45695,2017-04-06 00:00:00,473.56973,4.4754983348,20.0404679694,24.5579672348,53.875,64.7916666667,36.8333333333,28,60.75,1.375,AJM,27.98315,18.44445,10.61273,16.9875,0.00016,164.75,3.125,2,19.2721,-99.2077,19.4262028108,17.9547372416,21.1322350377,60.0524686335,65.875,29.0416666667,36.7916666667,1.1374615851
8.7875,-0.0210366667,2017-04-07 00:00:00,10134.35156,2.8333333333,17.5833333333,20.4583333333,56.6666666667,41.2083333333,24.1666666667,17.25,39.75,1.4166666667,AJM,29.47134,18.87063,10.14797,18.8916666667,0.00017,202.5,2.9333333333,2,19.2721,-99.2077,14.2208333333,20.0404679694,24.5579672348,53.875,64.7916666667,36.8333333333,28,2.0790514221
11.2333333333,-0.2306566667,2017-04-08 00:00:00,0,2.125,16.7916666667,19.0416666667,58.4166666667,46.2083333333,24.0416666667,22.1666666667,34.375,2.125,AJM,28.93725,19.38601,11.40847,19.6166666667,4E-05,189.2083333333,2.9791666667,2,19.2721,-99.2077,8.7875,17.5833333333,20.4583333333,56.6666666667,41.2083333333,24.1666666667,17.25,1.375
9.4770833333,-0.2175066667,2017-04-09 00:00:00,2369.20215,0.75,10.375,10.9583333333,65.5833333333,44.625,26,18.6666666667,36.6666666667,1.7083333333,AJM,28.84319,19.04916,11.06964,19.2666666667,0,157.2916666667,4.2,2,19.2721,-99.2077,11.2333333333,16.7916666667,19.0416666667,58.4166666667,46.2083333333,24.0416666667,22.1666666667,1.4166666667
11.628007027,-0.73309,2017-04-10 00:00:00,1647.33862,2.3014950044,14.538070575,16.6739017044,66.0174895445,45.5416666667,26.8333333333,18.625,33.5,1.3874615851,AJM,28.11526,18.74191,10.08639,19.475,0,168.375,2.7791666667,2,19.2721,-99.2077,9.4770833333,10.375,10.9583333333,65.5833333333,44.625,26,18.6666666667,2.125
11.1214347387,1.2310366667,2017-04-11 00:00:00,9566.56445,3.3431616711,18.4547372416,21.5489017044,55.1774686335,45.1666666667,24.125,21.0833333333,41.8333333333,2.7040514221,AJM,28.47778,18.98937,11.69247,17.7583333333,0.00016,158.5416666667,3.4583333333,2,19.2721,-99.2077,11.628007027,14.538070575,16.6739017044,66.0174895445,45.5416666667,26.8333333333,18.625,1.7083333333
7.2604166667,1.2242666667,2017-04-12 00:00:00,12023.4082,1.625,11.9583333333,13.625,51.8333333333,28.5416666667,14.375,14.3333333333,43.2916666667,1.3333333333,AJM,27.14846,17.1701,7.70873,15.9458333333,0.00018,247.75,3.4291666667,2,19.2721,-99.2077,11.1214347387,18.4547372416,21.5489017044,55.1774686335,45.1666666667,24.125,21.0833333333,1.3874615851
7.79375,1.07665,2017-04-13 00:00:00,7346.13525,2.875,13.8333333333,16.7083333333,47,31.5,16,15.3333333333,50.4166666667,2.1666666667,AJM,25.41635,16.32665,7.87618,15.25,0.00016,170.5833333333,3.0375,2,19.2721,-99.2077,7.2604166667,11.9583333333,13.625,51.8333333333,28.5416666667,14.375,14.3333333333,2.7040514221
7.46875,0.9090566667,2017-04-14 00:00:00,2179.31104,1.0416666667,10.25,11.3333333333,49.125,33.125,18.4583333333,14.6666666667,57.375,2.0833333333,AJM,25.45849,16.51739,9.09536,15.6083333333,0.0001,182.9583333333,2.4375,2,19.2721,-99.2077,7.79375,13.8333333333,16.7083333333,47,31.5,16,15.3333333333,1.3333333333
7.6729166667,0.8165266667,2017-04-15 00:00:00,0,2.0416666667,11.5833333333,13.5,48.0416666667,32.625,17.6666666667,15.0833333333,49.0416666667,3.5,AJM,26.02917,17.61236,10.77236,16.7958333333,0.00019,193.4166666667,2.7041666667,2,19.2721,-99.2077,7.46875,10.25,11.3333333333,49.125,33.125,18.4583333333,14.6666666667,2.1666666667
4.3770833333,2.5678533333,2017-04-16 00:00:00,96.75849,2.3921650015,12.1654679694,14.5996339015,46.5591562112,22.5416666667,13.9583333333,8.5,51.5,4.0541282518,AJM,26.51806,17.92202,11.08267,15.3541666667,0.00026,165.6666666667,3.475,2,19.2721,-99.2077,7.6729166667,11.5833333333,13.5,48.0416666667,32.625,17.6666666667,15.0833333333,2.0833333333
4.5631014054,1.9740566667,2017-04-17 00:00:00,26.26958,1.8848283377,14.6214039083,16.590568371,52.3441353002,25.5833333333,17.5416666667,7.9583333333,56.125,1.2873847554,AJM,25.9949,16.54489,9.4136,14.5708333333,0.00078,193.5416666667,3.2541666667,2,19.2721,-99.2077,4.3770833333,12.1654679694,14.5996339015,46.5591562112,22.5416666667,13.9583333333,8.5,3.5
4.7270833333,3.86324,2017-04-18 00:00:00,586.09479,3.625,18.0416666667,21.625,40.9166666667,32.5,23.4166666667,9.125,63.9583333333,1.0416666667,AJM,23.01241,16.11324,9.54943,12.25,0.00018,198.2083333333,2.9166666667,2,19.2721,-99.2077,4.5631014054,14.6214039083,16.590568371,52.3441353002,25.5833333333,17.5416666667,7.9583333333,4.0541282518
5.9729166667,1.2005433333,2017-04-19 00:00:00,0,3.5416666667,20.1666666667,23.5416666667,50.875,29.25,17.6666666667,11.625,49.625,3.75,AJM,23.10885,14.99221,8.23452,13.7916666667,0.00019,139.625,2.625,2,19.2721,-99.2077,4.7270833333,18.0416666667,21.625,40.9166666667,32.5,23.4166666667,9.125,1.2873847554
7.1875,0.3138733333,2017-04-20 00:00:00,20671.16602,3.3333333333,19.7083333333,22.9166666667,49.375,33.5416666667,19.4583333333,14.0416666667,49.2916666667,4.9166666667,AJM,25.82601,15.53054,7.19564,15.2166666667,0,182.4166666667,2.8958333333,2,19.2721,-99.2077,5.9729166667,20.1666666667,23.5416666667,50.875,29.25,17.6666666667,11.625,1.0416666667
8.8625,0.0972333333,2017-04-21 00:00:00,23779.28125,1.875,18.7916666667,20.7083333333,53.0416666667,41.5416666667,24.25,17.3333333333,49.25,2.7083333333,AJM,26.90328,16.7889,8.52816,16.6916666667,1E-05,143.4583333333,2.4166666667,2,19.2721,-99.2077,7.1875,19.7083333333,22.9166666667,49.375,33.5416666667,19.4583333333,14.0416666667,3.75
8.8166666667,-0.30114,2017-04-22 00:00:00,21120.67578,2.125,18.0833333333,20.2916666667,55.4583333333,35.0416666667,17.9166666667,17.2916666667,36.5833333333,3,AJM,28.08773,17.93636,9.40707,18.2375,0,143.8333333333,3.225,2,19.2721,-99.2077,8.8625,18.7916666667,20.7083333333,53.0416666667,41.5416666667,24.25,17.3333333333,4.9166666667
5.3026847387,1.39245,2017-04-23 00:00:00,17375.94336,1.8014950044,13.9547372416,15.7989017044,62.1774686335,28.6666666667,19.25,9.4166666667,44.9166666667,3.4123847554,AJM,26.67874,16.76745,7.99142,15.375,0.0001,152.625,2.6333333333,2,19.2721,-99.2077,8.8166666667,18.0833333333,20.2916666667,55.4583333333,35.0416666667,17.9166666667,17.2916666667,2.7083333333
8.8,0.26262,2017-04-24 00:00:00,0,2,17.125,19.0416666667,61.7083333333,43.25,26.1666666667,17.125,45.4583333333,1.25,AJM,26.7839,17.85012,10.65661,17.5875,0.00024,175.2083333333,2.8333333333,2,19.2721,-99.2077,5.3026847387,13.9547372416,15.7989017044,62.1774686335,28.6666666667,19.25,9.4166666667,3
8.575,-1.0202766667,2017-04-25 00:00:00,2155.65088,1,9.75,10.375,66.2916666667,45.125,28.1666666667,16.8333333333,29.875,1.125,AJM,27.12615,17.89639,9.61263,18.9166666667,1E-05,184.125,3.6208333333,2,19.2721,-99.2077,8.8,17.125,19.0416666667,61.7083333333,43.25,26.1666666667,17.125,3.4123847554
7.7523912312,-1.9922966667,2017-04-26 00:00:00,4202.27734,1.1004983348,11.4154679694,12.2663005681,62.0591562112,33.5260625972,17.5943975085,16.0992368465,18.388175026,1.0957949185,AJM,28.1343,18.23062,9.70339,20.2229166667,0,211.9166666667,3.4083333333,1,19.2721,-99.2077,8.575,9.75,10.375,66.2916666667,45.125,28.1666666667,16.8333333333,1.25
11.3446593033,-2.2735033333,2017-04-27 00:00:00,6635.28223,2.9853266725,14.1618718778,17.0652022725,65.8858019668,48.4843959305,26.3027308418,22.2659035131,23.3333333333,2.2581796739,AJM,26.93514,17.79733,9.33663,20.0708333333,0,161.375,3.7375,1,19.2721,-99.2077,7.7523912312,11.4154679694,12.2663005681,62.0591562112,33.5260625972,17.5943975085,16.0992368465,1.125
10.5520833333,-2.61473,2017-04-28 00:00:00,0,3.0416666667,15.5,18.5416666667,51.5833333333,47.8333333333,27.2083333333,20.625,21.9583333333,0.7916666667,AJM,27.37087,19.06027,13.41952,21.675,0,205.0833333333,3.1875,1,19.2721,-99.2077,11.3446593033,14.1618718778,17.0652022725,65.8858019668,48.4843959305,26.3027308418,22.2659035131,1.0957949185
8.4544745646,-2.3149666667,2017-04-29 00:00:00,9505.61816,1.3431616711,6.538070575,7.7989017044,32.7608019668,31.3046979652,14.8805320876,16.3412850899,18.1666666667,0.5790514221,AJM,29.82891,20.0642,10.9136,22.3791666667,0,210.375,4.825,1,19.2721,-99.2077,10.5520833333,15.5,18.5416666667,51.5833333333,47.8333333333,27.2083333333,20.625,2.2581796739
6.5145833333,-1.41426,2017-04-30 00:00:00,13470.0459,1.5416666667,10.25,11.7083333333,58.25,32.6666666667,20.0416666667,12.5833333333,17.7083333333,0.7083333333,AJM,31.07998,20.19824,11.06356,21.6125,0,158.7916666667,3.6291666667,2,19.2721,-99.2077,8.4544745646,6.538070575,7.7989017044,32.7608019668,31.3046979652,14.8805320876,16.3412850899,0.7916666667
13.9375,-0.07112,2017-05-01 00:00:00,28492.20508,1.5416666667,12.1666666667,13.6666666667,67.625,62.375,35.0833333333,27.3333333333,26.2083333333,1.875,AJM,30.30105,20.10388,11.07241,20.175,0,171.4583333333,3.8666666667,2,19.2721,-99.2077,6.5145833333,10.25,11.7083333333,58.25,32.6666666667,20.0416666667,12.5833333333,0.5790514221
10.26875,0.46445,2017-05-02 00:00:00,9715.90625,3.3333333333,15.75,19.0833333333,55,56.9583333333,37.0833333333,19.875,38.2916666667,1.375,AJM,28.79089,19.50195,11.44552,19.0375,1E-05,178.375,3.7666666667,2,19.2721,-99.2077,13.9375,12.1666666667,13.6666666667,67.625,62.375,35.0833333333,27.3333333333,0.7083333333
13.1291666667,0.0318666667,2017-05-03 00:00:00,23734.44141,2.25,12.9583333333,15.3333333333,54.2916666667,62.5416666667,37.0416666667,25.625,40.4166666667,3.375,AJM,29.51583,19.3652,10.79708,19.3333333333,1E-05,174.4166666667,3.6208333333,2,19.2721,-99.2077,10.26875,15.75,19.0833333333,55,56.9583333333,37.0833333333,19.875,1.875
9.4395833333,2.0023933333,2017-05-04 00:00:00,2352.90332,2.9166666667,18.625,21.5,51.2916666667,53.9166666667,35.625,18.1666666667,53.1666666667,1.9166666667,AJM,27.26925,19.19406,11.60314,17.1916666667,0.00024,194.9166666667,2.5708333333,2,19.2721,-99.2077,13.1291666667,12.9583333333,15.3333333333,54.2916666667,62.5416666667,37.0416666667,25.625,1.375
6.9631014054,0.27986,2017-05-05 00:00:00,0,4.4119600353,16.9712312665,21.391213635,47.8024686335,39.4583333333,27,12.4166666667,53.875,1.3290514221,AJM,24.82922,17.05486,10.23867,16.775,0.00025,202.25,2.7208333333,2,19.2721,-99.2077,9.4395833333,18.625,21.5,51.2916666667,53.9166666667,35.625,18.1666666667,3.375
7.6020833333,-0.6137433333,2017-05-06 00:00:00,0,4.4119600353,16.9712312665,21.391213635,62.7916666667,37.5416666667,23.0833333333,14.5416666667,42.125,1.0833333333,AJM,27.53549,17.61959,9.95376,18.2333333333,8E-05,176.75,2.3041666667,2,19.2721,-99.2077,6.9631014054,16.9712312665,21.391213635,47.8024686335,39.4583333333,27,12.4166666667,1.9166666667
7.13125,0.03605,2017-05-07 00:00:00,0,4.4119600353,16.9712312665,21.391213635,67.9166666667,41.1666666667,27.6666666667,13.625,44.9166666667,4.7916666667,AJM,26.93511,18.86105,12.05636,18.825,9E-05,134.3333333333,2.4833333333,2,19.2721,-99.2077,7.6020833333,16.9712312665,21.391213635,62.7916666667,37.5416666667,23.0833333333,14.5416666667,1.3290514221
6.3083333333,1.2660133333,2017-05-08 00:00:00,0,4.4119600353,16.9712312665,21.391213635,54.2916666667,46.2083333333,34.3333333333,11.875,57.9166666667,3.9583333333,AJM,28.1188,19.07018,11.33685,17.8041666667,8E-05,147.2083333333,2.7791666667,2,19.2721,-99.2077,7.13125,16.9712312665,21.391213635,67.9166666667,41.1666666667,27.6666666667,13.625,1.0833333333
6.5104166667,0.2931366667,2017-05-09 00:00:00,0,4.4119600353,16.9712312665,21.391213635,64.0833333333,50.2083333333,38.0416666667,12.25,54.9583333333,2.9166666667,AJM,24.83767,18.20147,12.11135,17.9083333333,0.00011,148.875,2.8833333333,2,19.2721,-99.2077,6.3083333333,16.9712312665,21.391213635,54.2916666667,46.2083333333,34.3333333333,11.875,4.7916666667
8.2166666667,0.75903,2017-05-10 00:00:00,0,4.4119600353,16.9712312665,21.391213635,64.9583333333,53.8333333333,38.25,15.625,52.4166666667,2.7916666667,AJM,26.94332,19.42153,13.40481,18.6625,0.00013,154.2083333333,2.7041666667,2,19.2721,-99.2077,6.5104166667,16.9712312665,21.391213635,64.0833333333,50.2083333333,38.0416666667,12.25,3.9583333333
8.1360180721,0.99789,2017-05-11 00:00:00,0,4.4119600353,16.9712312665,21.391213635,66.5108019668,39.75,25,14.7916666667,48.4583333333,4.3290514221,AJM,30.14749,19.97289,11.4591,18.975,0.00031,166.0416666667,3.1,2,19.2721,-99.2077,8.2166666667,16.9712312665,21.391213635,64.9583333333,53.8333333333,38.25,15.625,2.9166666667
5.049412985,1.3453133333,2017-05-12 00:00:00,0,4.4119600353,16.9712312665,21.391213635,54.9758228778,30.7343959305,20.3443975085,10.4742368465,50.2083333333,1.4583333333,AJM,28.91781,19.49948,11.64694,18.1541666667,0.00065,174.2916666667,2.4375,2,19.2721,-99.2077,8.1360180721,16.9712312665,21.391213635,66.5108019668,39.75,25,14.7916666667,2.7916666667
4.2375,1.90033,2017-05-13 00:00:00,0,4.4119600353,16.9712312665,21.391213635,57.9583333333,29.125,21.3333333333,7.75,57.7083333333,0.7083333333,AJM,27.20944,19.00033,12.61349,17.1,0.00085,168.25,2.8916666667,2,19.2721,-99.2077,5.049412985,16.9712312665,21.391213635,54.9758228778,30.7343959305,20.3443975085,10.4742368465,4.3290514221
6.1916666667,1.1773733333,2017-05-14 00:00:00,0,4.4119600353,16.9712312665,21.391213635,58.2916666667,47.1666666667,35.5,11.5833333333,54.875,4.9166666667,AJM,27.11071,18.99404,11.90597,17.8166666667,0.0002,218.8333333333,2.225,2,19.2721,-99.2077,4.2375,16.9712312665,21.391213635,57.9583333333,29.125,21.3333333333,7.75,1.4583333333
7.9708333333,-0.0916833333,2017-05-15 00:00:00,510.84402,4.4119600353,16.9712312665,21.391213635,72.875,49.5833333333,34.4583333333,15.125,44.0416666667,4.5416666667,AJM,29.27111,19.97915,12.67626,20.0708333333,2E-05,189.3333333333,2.65,2,19.2721,-99.2077,6.1916666667,16.9712312665,21.391213635,58.2916666667,47.1666666667,35.5,11.5833333333,0.7083333333
9.6625,-0.0966233333,2017-05-16 00:00:00,432.38562,4.4119600353,16.9712312665,21.391213635,76.5,56.6666666667,38.1666666667,18.4583333333,46.3333333333,2.4583333333,AJM,30.32687,20.94921,13.07067,21.0458333333,2E-05,192.0416666667,2.4625,2,19.2721,-99.2077,7.9708333333,16.9712312665,21.391213635,72.875,49.5833333333,34.4583333333,15.125,4.9166666667
11.228594042,-0.2615533333,2017-05-17 00:00:00,18561.76367,4.4119600353,16.9712312665,21.391213635,82.7407392338,57.0546979652,37.3388654209,19.7579517566,44.8596833853,2.0704875996,AJM,30.78036,21.23428,12.93569,21.4958333333,1E-05,188.9495098819,2.7008567123,2,19.2721,-99.2077,9.6625,16.9712312665,21.391213635,76.5,56.6666666667,38.1666666667,18.4583333333,4.5416666667
12.06875,0.51647,2017-05-18 00:00:00,12987.78906,4.4119600353,16.9712312665,21.391213635,79.625,63.2083333333,39.75,23.2916666667,47.4583333333,2.375,AJM,31.09756,21.54147,13.76476,21.025,1E-05,179.2816610098,2.7659153585,2,19.2721,-99.2077,11.228594042,16.9712312665,21.391213635,82.7407392338,57.0546979652,37.3388654209,19.7579517566,2.4583333333
9.7068514054,0.1584433333,2017-05-19 00:00:00,14440.55957,4.4119600353,16.9712312665,21.391213635,76.3333333333,46.0195469479,26.6332981314,19.5119276349,39.25,2.125,AJM,31.32531,21.46261,13.44015,21.3041666667,0,152.9583333333,3.1125,2,19.2721,-99.2077,12.06875,16.9712312665,21.391213635,79.625,63.2083333333,39.75,23.2916666667,2.0704875996
12.0708333333,-0.05167,2017-05-20 00:00:00,2077.22021,2.25,13,15.0833333333,73.2916666667,49.5833333333,26.2083333333,23.4583333333,35.7916666667,1.4583333333,AJM,31.35638,21.69833,14.02584,21.75,3E-05,137.75,3.6875,2,19.2721,-99.2077,9.7068514054,16.9712312665,21.391213635,76.3333333333,46.0195469479,26.6332981314,19.5119276349,2.375
7.3104166667,1.2181066667,2017-05-21 00:00:00,0,1.125,11,12.125,72.875,48.4583333333,34.5,13.9166666667,46.875,8.5416666667,AJM,30.4833,21.07644,12.22134,19.8583333333,3E-05,152.5833333333,3.7166666667,2,19.2721,-99.2077,12.0708333333,13,15.0833333333,73.2916666667,49.5833333333,26.2083333333,23.4583333333,2.125
8.4833333333,1.8945833333,2017-05-22 00:00:00,0,2.3333333333,15.4583333333,17.9583333333,72.6666666667,51.0833333333,35,16.1666666667,52.4583333333,5.9166666667,AJM,31.1354,21.69875,14.43643,19.8041666667,0.00012,168.5833333333,3.3291666667,2,19.2721,-99.2077,7.3104166667,11,12.125,72.875,48.4583333333,34.5,13.9166666667,1.4583333333
11.2464779099,0.6184733333,2017-05-23 00:00:00,0,3.1764950044,16.163070575,19.2989017044,73.5941353002,47.125,31.9166666667,15.25,42.875,1.4540514221,AJM,31.0212,21.74764,14.18435,21.1291666667,7E-05,147.5416666667,3.3583333333,2,19.2721,-99.2077,8.4833333333,15.4583333333,17.9583333333,72.6666666667,51.0833333333,35,16.1666666667,8.5416666667
11.8348728228,1.5690766667,2017-05-24 00:00:00,0,2.0833333333,15.4166666667,17.5,63.625,52.8398489826,36.2527660438,16.7123092116,54.5833333333,1.2916666667,AJM,29.44714,20.72741,14.1683,19.1583333333,0.00046,194.7083333333,2.9291666667,2,19.2721,-99.2077,11.2464779099,16.163070575,19.2989017044,73.5941353002,47.125,31.9166666667,15.25,5.9166666667
5.8131733573,2.1155833333,2017-05-25 00:00:00,0,2.8898116858,14.484416936,17.295240719,48.1856974118,33.156375583,19.0663850509,14.0954210789,58,1.9953339401,AJM,26.26431,19.53225,14.91616,17.4166666667,0.00106,143.8333333333,3.6708333333,2,19.2721,-99.2077,11.8348728228,15.4166666667,17.5,63.625,52.8398489826,36.2527660438,16.7123092116,1.4540514221
7.0020833333,0.3221733333,2017-05-26 00:00:00,0,4,21.9166666667,26.125,59.3333333333,32.3333333333,19,13.4166666667,40.7916666667,0.5,AJM,29.18203,19.91384,12.60824,19.5916666667,2E-05,115.375,2.075,2,19.2721,-99.2077,5.8131733573,14.484416936,17.295240719,48.1856974118,33.156375583,19.0663850509,14.0954210789,1.2916666667
7.3416666667,1.0420466667,2017-05-27 00:00:00,0,2.9166666667,15.75,18.5833333333,67.5416666667,38.5833333333,24.375,14.1666666667,48.5,3.1666666667,AJM,28.05459,19.92538,13.36227,18.8833333333,8E-05,149.1666666667,2.8958333333,2,19.2721,-99.2077,7.0020833333,21.9166666667,26.125,59.3333333333,32.3333333333,19,13.4166666667,1.9953339401
