CO,DIFF,FECHA,HOURNORAIN,NO,NO2,NOX,O3,PM10,PM25,PMCO,RH,SO2,Station_code,T2MMAX,T2MMEAN,T2MMIN,TMP,TPRECMAX,WDR,WSP,class_tmp,latitud,longitud,prev_CO,prev_NO2,prev_NOX,prev_O3,prev_PM10,prev_PM25,prev_PMCO,prev_SO2
7.2429558198,-0.1596466667,2018-07-31 00:00:00,0,4.4119600353,16.9712312665,21.391213635,40.4197490679,33.156375583,19.0663850509,14.0954210789,58.625,3.2990780433,AJM,23.40603,16.85702,11.46081,17.0166666667,0.0002,169.4166666667,2.425,2,19.2721,-99.2077,7.2429558198,16.9712312665,21.391213635,40.4197490679,33.156375583,19.0663850509,14.0954210789,3.2990780433
7.2429558198,-0.6267766667,2018-08-01 00:00:00,0,4.4119600353,16.9712312665,21.391213635,40.4197490679,33.156375583,19.0663850509,14.0954210789,55.4583333333,3.2990780433,AJM,24.46325,17.17739,11.97723,17.8041666667,0.00024,232.7083333333,3.9166666667,2,19.2721,-99.2077,7.2429558198,16.9712312665,21.391213635,40.4197490679,33.156375583,19.0663850509,14.0954210789,3.2990780433
3.775,-1.4913,2018-08-02 00:00:00,0,3.0416666667,12.25,15.25,32.5833333333,16.4583333333,9.0416666667,7.4166666667,62.4583333333,1.0416666667,AJM,23.42245,15.3962,8.86404,16.8875,0.0003,268.6666666667,3.4333333333,2,19.2721,-99.2077,7.2429558198,16.9712312665,21.391213635,40.4197490679,33.156375583,19.0663850509,14.0954210789,3.2990780433
3.7163731592,-0.19369,2018-08-03 00:00:00,0,3.1421650015,16.4988013028,19.7663005681,32.3508228778,19.0963646319,11.3388654209,7.7996184232,71.0833333333,1.0957949185,AJM,20.98885,15.63131,11.65688,15.825,0.00053,256.2916666667,2.8666666667,2,19.2721,-99.2077,3.775,12.25,15.25,32.5833333333,16.4583333333,9.0416666667,7.4166666667,3.2990780433
2.8762028108,0.53361,2018-08-04 00:00:00,0,5.6348283377,16.788070575,22.465568371,24.9691353002,20.2278802812,14.8832981314,5.4702609682,79.2916666667,2.5373847554,AJM,18.86218,14.89611,10.89773,14.3625,0.0007,275.125,2.1916666667,2,19.2721,-99.2077,3.7163731592,16.4988013028,19.7663005681,32.3508228778,19.0963646319,11.3388654209,7.7996184232,1.0416666667
1.5154782462,1.0066,2018-08-05 00:00:00,0,3.0416666667,12.0416666667,15.2083333333,32.5,16.0898489826,13.1694327105,3.0873092116,76.625,1.75,AJM,23.20156,15.9316,10.53237,14.925,0.00038,181.875,2.2125,2,19.2721,-99.2077,2.8762028108,16.788070575,22.465568371,24.9691353002,20.2278802812,14.8832981314,5.4702609682,1.0957949185
2.1705398258,0.23116,2018-08-06 00:00:00,0,5.7083333333,12.0833333333,17.7916666667,22.25,13.8880312986,9.1305320876,4.7162850899,68.6492084633,1.25,AJM,22.03115,15.88116,10.7319,15.65,0.00048,207.4166666667,3.1208333333,2,19.2721,-99.2077,1.5154782462,12.0416666667,15.2083333333,32.5,16.0898489826,13.1694327105,3.0873092116,2.5373847554
5.818162985,0.0485033333,2018-08-07 00:00:00,0,4.9338316681,14.6238013028,19.5163005681,35.6841562112,27.923182316,17.1694327105,10.795642545,54.5769085673,1.7207949185,AJM,23.40573,16.37142,10.68417,16.3229166667,0.00036,161.5534025421,3.0902464733,2,19.2721,-99.2077,2.1705398258,12.0833333333,17.7916666667,22.25,13.8880312986,9.1305320876,4.7162850899,1.75
4.8979166667,-0.55808,2018-08-08 00:00:00,0,4.125,16.5833333333,20.6666666667,40.875,24.8333333333,15.25,9.5,57.0416666667,1.5416666667,AJM,23.65292,15.87942,8.93093,16.4375,0.00023,144.1666666667,3.0166666667,2,19.2721,-99.2077,5.818162985,14.6238013028,19.5163005681,35.6841562112,27.923182316,17.1694327105,10.795642545,1.25
5.2014963183,0.3992766667,2018-08-09 00:00:00,0,5.5171650015,15.2488013028,20.6829672348,36.4341562112,28.2760625972,16.8443975085,11.2659035132,64.7083333333,1.3457949185,AJM,22.18289,15.93261,10.927,15.5333333333,0.00037,185.0416666667,3.5166666667,2,19.2721,-99.2077,4.8979166667,16.5833333333,20.6666666667,40.875,24.8333333333,15.25,9.5,1.7207949185
3.1003078979,-0.3903633333,2018-08-10 00:00:00,0,4.1348283377,20.663070575,24.7989017044,40.3441353002,26.3463646319,20.6305320876,5.6329517566,72.0833333333,2.7040514221,AJM,20.61486,15.33047,11.90859,15.7208333333,0.00073,171.8333333333,2.4416666667,2,19.2721,-99.2077,5.2014963183,15.2488013028,20.6829672348,36.4341562112,28.2760625972,16.8443975085,11.2659035132,1.5416666667
2.1583333333,-0.0929933333,2018-08-11 00:00:00,0,3.625,16.75,20.2916666667,36.5416666667,24.2916666667,20.3333333333,4.0833333333,71.375,1.2916666667,AJM,20.02676,15.66534,12.55728,15.7583333333,0.00109,184.3333333333,1.975,2,19.2721,-99.2077,3.1003078979,20.663070575,24.7989017044,40.3441353002,26.3463646319,20.6305320876,5.6329517566,1.3457949185
1.475,0.8362133333,2018-08-12 00:00:00,0,3.5416666667,15.75,19.3333333333,26.5833333333,15.7083333333,13,2.6666666667,77.8333333333,1.0416666667,AJM,20.69097,15.11538,10.94888,14.2791666667,0.00212,184.4166666667,1.7375,2,19.2721,-99.2077,2.1583333333,16.75,20.2916666667,36.5416666667,24.2916666667,20.3333333333,4.0833333333,2.7040514221
2.7479166667,-0.6179566667,2018-08-13 00:00:00,0,6.7083333333,17.5833333333,24.375,26,18.9166666667,13.875,5.2083333333,67.5416666667,1,AJM,19.47775,14.83621,10.68716,15.4541666667,0.00161,177.75,2.2708333333,2,19.2721,-99.2077,1.475,15.75,19.3333333333,26.5833333333,15.7083333333,13,2.6666666667,1.2916666667
3.8270833333,-1.9921266667,2018-08-14 00:00:00,0,4.6666666667,13.4166666667,18.2083333333,34.875,22.125,14.375,7.5,61.25,4.7916666667,AJM,20.56045,14.31204,8.53433,16.3041666667,4E-05,151.75,2.9,1,19.2721,-99.2077,2.7479166667,17.5833333333,24.375,26,18.9166666667,13.875,5.2083333333,1.0416666667
3.9375,-0.4374766667,2018-08-15 00:00:00,0,4.6421650015,18.8738013028,23.4746339015,30.4341562112,27.0416666667,19.4583333333,7.5833333333,71.9583333333,2.0124615851,AJM,22.89346,15.51669,10.11654,15.9541666667,0.00021,156.375,2.2625,2,19.2721,-99.2077,3.8270833333,13.4166666667,18.2083333333,34.875,22.125,14.375,7.5,1
4.0723296517,0.60349,2018-08-16 00:00:00,0,5.4264950044,18.913070575,24.4239017044,43.7608019668,24.375,17.6666666667,6.6666666667,60.7083333333,1.3290514221,AJM,24.02816,16.95349,11.55673,16.35,0.00022,141.875,3.0875,2,19.2721,-99.2077,3.9375,18.8738013028,23.4746339015,30.4341562112,27.0416666667,19.4583333333,7.5833333333,4.7916666667
3.8770833333,0.9662833333,2018-08-17 00:00:00,0,3.125,15.125,18.2916666667,44.4166666667,24.2083333333,16.4583333333,7.5416666667,63.6666666667,1.4583333333,AJM,24.40298,16.68295,9.14495,15.7166666667,8E-05,169.875,2.9708333333,2,19.2721,-99.2077,4.0723296517,18.913070575,24.4239017044,43.7608019668,24.375,17.6666666667,6.6666666667,2.0124615851
3.7791666667,0.26258,2018-08-18 00:00:00,0,2.625,14.25,16.7916666667,39,20.75,13.375,7.375,62.1666666667,1,AJM,23.21288,16.65008,11.78085,16.3875,0.00025,174.8333333333,2.4666666667,2,19.2721,-99.2077,3.8770833333,15.125,18.2916666667,44.4166666667,24.2083333333,16.4583333333,7.5416666667,1.3290514221
2.4327463183,-0.5125133333,2018-08-19 00:00:00,0,1.8333333333,10.5833333333,12.4166666667,47.1666666667,19.9010625972,14.0527308418,5.8075701798,64,2.0833333333,AJM,21.31906,16.28332,12.89358,16.7958333333,0.00184,187.0833333333,2.8583333333,2,19.2721,-99.2077,3.7791666667,14.25,16.7916666667,39,20.75,13.375,7.375,1.4583333333
4.6708333333,-0.62068,2018-08-20 00:00:00,0,5.6666666667,18.375,24.0833333333,32.2916666667,24.3333333333,15.1666666667,9.0416666667,66.5833333333,1.4583333333,AJM,21.37847,15.74182,11.40554,16.3625,0.00015,158.7916666667,2.6166666667,2,19.2721,-99.2077,2.4327463183,10.5833333333,12.4166666667,47.1666666667,19.9010625972,14.0527308418,5.8075701798,1
3.1506014054,0.67054,2018-08-21 00:00:00,0,3.6838316681,15.0404679694,18.7246339015,26.8924895445,13.7916666667,8.625,5.2083333333,70.875,1.1374615851,AJM,21.39703,16.09554,12.01187,15.425,0.00161,188.625,2.825,2,19.2721,-99.2077,4.6708333333,18.375,24.0833333333,32.2916666667,24.3333333333,15.1666666667,9.0416666667,2.0833333333
4.3756014054,0.0336366667,2018-08-22 00:00:00,0,5.5931616711,16.163070575,21.715568371,28.7608019668,19.2083333333,11.6666666667,7.625,69.7083333333,1.4123847554,AJM,21.70767,15.67947,10.8572,15.6458333333,0.00058,249.4583333333,2.6958333333,2,19.2721,-99.2077,3.1506014054,15.0404679694,18.7246339015,26.8924895445,13.7916666667,8.625,5.2083333333,1.4583333333
3.1479166667,-0.0555966667,2018-08-23 00:00:00,0,5.9583333333,14.5833333333,20.5,33.0174895445,20.75,14.75,6.0416666667,68.9583333333,3.5416666667,AJM,21.11904,15.82357,12.02706,15.8791666667,0.00052,180.7083333333,2.625,2,19.2721,-99.2077,4.3756014054,16.163070575,21.715568371,28.7608019668,19.2083333333,11.6666666667,7.625,1.1374615851
4.19375,0.3187433333,2018-08-24 00:00:00,0,4.2083333333,19.5,23.8333333333,36.0833333333,24.9166666667,16.7916666667,8.0833333333,63.2083333333,1.2916666667,AJM,23.01919,16.29791,10.2579,15.9791666667,0.00065,155.875,2.5666666667,2,19.2721,-99.2077,3.1479166667,14.5833333333,20.5,33.0174895445,20.75,14.75,6.0416666667,1.4123847554
3.9125,-0.4743666667,2018-08-25 00:00:00,0,3.4166666667,14.4166666667,17.75,36.6666666667,26.25,18.75,7.5833333333,65.25,9.6666666667,AJM,23.06796,15.9298,10.56906,16.4041666667,0.00013,145.2083333333,2.3583333333,2,19.2721,-99.2077,4.19375,19.5,23.8333333333,36.0833333333,24.9166666667,16.7916666667,8.0833333333,3.5416666667
1.8,0.7578233333,2018-08-26 00:00:00,0,1.8333333333,10.3333333333,11.9583333333,37.2083333333,15.5416666667,12.0833333333,3.4166666667,65.7083333333,1.1666666667,AJM,22.47445,16.36199,11.23647,15.6041666667,0.00019,214.25,2.6666666667,2,19.2721,-99.2077,3.9125,14.4166666667,17.75,36.6666666667,26.25,18.75,7.5833333333,1.2916666667
3.7133949129,0.0983466667,2018-08-27 00:00:00,0,4.6838316681,17.3321346361,21.9329672348,33.1424895445,23.5833333333,16.7916666667,6.8333333333,68.6666666667,2.6791282518,AJM,21.23293,15.69418,11.44573,15.5958333333,0.00024,189.3333333333,2.25,2,19.2721,-99.2077,1.8,10.3333333333,11.9583333333,37.2083333333,15.5416666667,12.0833333333,3.4166666667,9.6666666667
2.1089347387,0.8996433333,2018-08-28 00:00:00,0,6.5098283377,16.663070575,23.0489017044,23.4274686335,12.5833333333,9.4583333333,3.125,77.3333333333,2.3290514221,AJM,19.08047,15.06631,11.72811,14.1666666667,0.00028,198.0833333333,1.95,2,19.2721,-99.2077,3.7133949129,17.3321346361,21.9329672348,33.1424895445,23.5833333333,16.7916666667,6.8333333333,1.1666666667
2.8541666667,0.2192766667,2018-08-29 00:00:00,0,7.75,19.8333333333,27.5416666667,24.875,19.875,14.4166666667,5.4166666667,74.125,1.625,AJM,20.0812,15.09011,11.7499,14.8708333333,0.00024,222.4583333333,2.0208333333,2,19.2721,-99.2077,2.1089347387,16.663070575,23.0489017044,23.4274686335,12.5833333333,9.4583333333,3.125,2.6791282518
2.5166666667,0.6132466667,2018-08-30 00:00:00,0,3.375,14.7916666667,18.0416666667,36.75,18.5416666667,13.7916666667,4.8333333333,71.625,2.4583333333,AJM,21.5657,16.03408,12.10101,15.4208333333,0.00024,183.5833333333,2.7791666667,2,19.2721,-99.2077,2.8541666667,19.8333333333,27.5416666667,24.875,19.875,14.4166666667,5.4166666667,2.3290514221
2.9818514054,-0.5367133333,2018-08-31 00:00:00,0,4.4166666667,17.3333333333,21.6666666667,35.2916666667,22.6445469479,16.1332981314,6.5535943015,70.9166666667,1.5416666667,AJM,21.23739,15.50912,11.68685,16.0458333333,0.0019,143.7083333333,2.1291666667,2,19.2721,-99.2077,2.5166666667,14.7916666667,18.0416666667,36.75,18.5416666667,13.7916666667,4.8333333333,1.625
2.830662985,-0.40586,2018-09-01 00:00:00,0,3.625,13.0833333333,16.8333333333,36.3333333333,18.9010625972,12.2610641751,6.5992368465,62.7916666667,1.9583333333,AJM,21.91778,16.21914,12.0892,16.625,0.00047,164,2.5833333333,2,19.2721,-99.2077,2.9818514054,17.3333333333,21.6666666667,35.2916666667,22.6445469479,16.1332981314,6.5535943015,2.4583333333
3.25,-0.1885733333,2018-09-02 00:00:00,0,2.9754983348,12.1238013028,15.0579672348,48.8091562112,25.25,19,6.25,64.7916666667,1.9291282518,AJM,21.32385,16.25726,12.96057,16.4458333333,0.0007,169,2.8458333333,2,19.2721,-99.2077,2.830662985,13.0833333333,16.8333333333,36.3333333333,18.9010625972,12.2610641751,6.5992368465,1.5416666667
4.0797680721,-0.0750866667,2018-09-03 00:00:00,0,3.1348283377,16.2464039083,19.465568371,48.0524686335,27.875,20.8333333333,7,64.0416666667,1.4123847554,AJM,21.9056,16.75408,12.77773,16.8291666667,0.00022,152.25,2.5833333333,2,19.2721,-99.2077,3.25,12.1238013028,15.0579672348,48.8091562112,25.25,19,6.25,1.9583333333
5.79375,-0.8359233333,2018-09-04 00:00:00,0,5.375,18.5833333333,23.9583333333,33.9583333333,31.25,20,11.2916666667,64.3333333333,3.7916666667,AJM,22.29528,16.13491,11.35659,16.9708333333,0.00028,135.4583333333,2.25,2,19.2721,-99.2077,4.0797680721,16.2464039083,19.465568371,48.0524686335,27.875,20.8333333333,7,1.9291282518
4.8083333333,-0.3853733333,2018-09-05 00:00:00,0,5.8333333333,18.0833333333,23.875,32.5833333333,26.4583333333,17.2916666667,9.3333333333,68.3333333333,1.6666666667,AJM,21.126,15.94796,12.3186,16.3333333333,0.00068,117.2916666667,2.1833333333,2,19.2721,-99.2077,5.79375,18.5833333333,23.9583333333,33.9583333333,31.25,20,11.2916666667,1.4123847554
2.3279782462,-0.2983366667,2018-09-06 00:00:00,0,5.7916666667,15.7916666667,21.6666666667,22.5,14.298182316,9.5860993771,4.670642545,73.5,0.3333333333,AJM,18.32217,15.14333,12.83337,15.4416666667,0.00153,152.4583333333,1.8625,2,19.2721,-99.2077,4.8083333333,18.0833333333,23.875,32.5833333333,26.4583333333,17.2916666667,9.3333333333,3.7916666667
4.7520833333,-0.9541833333,2018-09-07 00:00:00,0,4,20.625,24.625,35.25,32.7916666667,23.5,9.1666666667,64.7083333333,5.875,AJM,21.88967,15.85415,11.28231,16.8083333333,0.00056,175.2083333333,2.4541666667,2,19.2721,-99.2077,2.3279782462,15.7916666667,21.6666666667,22.5,14.298182316,9.5860993771,4.670642545,1.6666666667
5.31875,-0.9232366667,2018-09-08 00:00:00,0,3.4338316681,20.0821346361,23.3913005681,40.1841562112,35.9583333333,25.6666666667,10.2916666667,63.375,2.7207949185,AJM,21.70678,15.86843,10.86465,16.7916666667,0.00049,139.0416666667,2.1458333333,2,19.2721,-99.2077,4.7520833333,20.625,24.625,35.25,32.7916666667,23.5,9.1666666667,0.3333333333
4.4818514054,-0.8658533333,2018-09-09 00:00:00,0,2.5514950044,14.5797372416,17.1739017044,54.7608019668,31.625,23.75,7.8333333333,56.7083333333,2.7457180887,AJM,23.13925,16.32998,11.09359,17.1958333333,0.00078,175.9583333333,2.2125,2,19.2721,-99.2077,5.31875,20.0821346361,23.3913005681,40.1841562112,35.9583333333,25.6666666667,10.2916666667,5.875
4.2041666667,-1.3825366667,2018-09-10 00:00:00,0,4.2083333333,15,19.2083333333,34.1666666667,28.7916666667,20.5416666667,8.1666666667,61.0416666667,3.6666666667,AJM,21.60934,15.89663,12.10952,17.2791666667,0.00045,155,2.6708333333,2,19.2721,-99.2077,4.4818514054,14.5797372416,17.1739017044,54.7608019668,31.625,23.75,7.8333333333,2.7207949185
4.2604166667,-0.19221,2018-09-11 00:00:00,0,3.125,18.5416666667,21.4583333333,34.4166666667,30.5833333333,22.5416666667,8.2083333333,70,0.9166666667,AJM,20.18163,15.89529,12.66171,16.0875,0.00202,179.0833333333,1.9666666667,2,19.2721,-99.2077,4.2041666667,15,19.2083333333,34.1666666667,28.7916666667,20.5416666667,8.1666666667,2.7457180887
3.0270833333,-0.0042233333,2018-09-12 00:00:00,0,6.1666666667,21.3333333333,27.5,34.3333333333,30.6666666667,25.125,5.625,74.7916666667,1.4583333333,AJM,21.28677,15.75411,12.45077,15.7583333333,0.00098,132.0416666667,1.7625,2,19.2721,-99.2077,4.2604166667,18.5416666667,21.4583333333,34.4166666667,30.5833333333,22.5416666667,8.2083333333,3.6666666667
1.8467282462,0.6283266667,2018-09-13 00:00:00,0,4.7083333333,17.4583333333,22.125,38.125,20.3398489826,16.6277660438,3.6289758783,77.8333333333,1.2916666667,AJM,20.10214,15.67416,12.6101,15.0458333333,0.00218,174.1666666667,1.7333333333,2,19.2721,-99.2077,3.0270833333,21.3333333333,27.5,34.3333333333,30.6666666667,25.125,5.625,0.9166666667
3.2226231592,-1.03521,2018-09-14 00:00:00,0,4.8504983348,15.4571346361,20.3496339015,27.9341562112,19.173182316,13.0027660438,6.170642545,68.7083333333,0.5124615851,AJM,19.26345,15.32729,12.69912,16.3625,0.00134,179.9166666667,2.3916666667,2,19.2721,-99.2077,1.8467282462,17.4583333333,22.125,38.125,20.3398489826,16.6277660438,3.6289758783,1.4583333333
3.5047680721,-1.0954366667,2018-09-15 00:00:00,0,5.0931616711,15.9964039083,20.965568371,28.5108019668,19.5416666667,13.6666666667,5.875,66.125,1.1207180887,AJM,18.50646,15.08373,12.55685,16.1791666667,0.00227,171.5416666667,2.4875,2,19.2721,-99.2077,3.2226231592,15.4571346361,20.3496339015,27.9341562112,19.173182316,13.0027660438,6.170642545,1.2916666667
2.1520833333,-0.2980766667,2018-09-16 00:00:00,0,3.5833333333,14.6666666667,18.2916666667,25.5416666667,22.375,18.2916666667,4,71.5,1.0416666667,AJM,18.52114,14.96859,12.26446,15.2666666667,0.00084,185.6666666667,1.5416666667,2,19.2721,-99.2077,3.5047680721,15.9964039083,20.965568371,28.5108019668,19.5416666667,13.6666666667,5.875,0.5124615851
4.2729166667,-0.2724466667,2018-09-17 00:00:00,0,6.1666666667,24.0416666667,30.0416666667,26.9583333333,29.5833333333,21.4166666667,8.1666666667,67.9583333333,2.5,AJM,21.23708,15.45672,11.08047,15.7291666667,0.00032,149.9583333333,1.725,2,19.2721,-99.2077,2.1520833333,14.6666666667,18.2916666667,25.5416666667,22.375,18.2916666667,4,1.1207180887
5.4604166667,-0.0309533333,2018-09-18 00:00:00,0,7.875,27.6666666667,35.625,28.2083333333,33.375,23.0416666667,10.4583333333,68.125,1.0833333333,AJM,21.68487,15.85238,11.29861,15.8833333333,0.00033,180.4166666667,1.7416666667,2,19.2721,-99.2077,4.2729166667,24.0416666667,30.0416666667,26.9583333333,29.5833333333,21.4166666667,8.1666666667,1.0416666667
4.85625,0.1004566667,2018-09-19 00:00:00,0,4.375,19.8333333333,24.3333333333,40.0833333333,35.5,26.25,9.375,66.0416666667,1.4583333333,AJM,23.09585,16.35879,11.37896,16.2583333333,0.00048,176.1666666667,2.4708333333,2,19.2721,-99.2077,5.4604166667,27.6666666667,35.625,28.2083333333,33.375,23.0416666667,10.4583333333,2.5
5.144408967,-0.00414,2018-09-20 00:00:00,0,3.9658083554,14.3570195416,18.3695085219,32.9290098341,25.7709170553,15.3359233673,10.2719473859,65.25,2.5619237771,AJM,23.18344,16.92086,12.30569,16.925,0.00292,198.4583333333,2.7541666667,2,19.2721,-99.2077,4.85625,19.8333333333,24.3333333333,40.0833333333,35.5,26.25,9.375,1.0833333333
4.9247208829,-0.41812,2018-09-21 00:00:00,0,5.3358250074,14.6606731805,20.039836174,32.4624477225,22.9843959305,13.5943975085,9.3075701798,63.75,2.770641259,AJM,22.58257,16.49438,11.71731,16.9125,0.00032,176.0833333333,2.9916666667,2,19.2721,-99.2077,5.144408967,14.3570195416,18.3695085219,32.9290098341,25.7709170553,15.3359233673,10.2719473859,1.4583333333
2.6291666667,0.28835,2018-09-22 00:00:00,0,3.9166666667,15.5833333333,19.4583333333,28.5416666667,19.1666666667,14.125,5,69.2916666667,1.8333333333,AJM,22.70516,16.85085,12.20007,16.5625,0.00045,172.2083333333,2.3958333333,2,19.2721,-99.2077,4.9247208829,14.6606731805,20.039836174,32.4624477225,22.9843959305,13.5943975085,9.3075701798,2.5619237771
2.25625,0.9156,2018-09-23 00:00:00,0,1.9166666667,9.7083333333,11.6666666667,31.5833333333,16.7083333333,12.4166666667,4.3333333333,70.25,1.625,AJM,22.48113,16.2781,11.3244,15.3625,0.00016,239.7083333333,2.7125,2,19.2721,-99.2077,2.6291666667,15.5833333333,19.4583333333,28.5416666667,19.1666666667,14.125,5,2.770641259
4.0583333333,0.5242133333,2018-09-24 00:00:00,0,4.3333333333,16.5,20.7083333333,31.6666666667,24.2916666667,16.5416666667,7.8333333333,68.7083333333,0.8333333333,AJM,22.53195,16.19088,11.71328,15.6666666667,0.00021,153.1666666667,1.9333333333,2,19.2721,-99.2077,2.25625,9.7083333333,11.6666666667,31.5833333333,16.7083333333,12.4166666667,4.3333333333,1.8333333333
3.2145833333,0.13617,2018-09-25 00:00:00,0,5.5416666667,13.4583333333,18.9583333333,33.0833333333,21.5,15.375,6.1666666667,68.75,1.875,AJM,22.27139,16.29867,11.84432,16.1625,0.00023,185.8333333333,2.1333333333,2,19.2721,-99.2077,4.0583333333,16.5,20.7083333333,31.6666666667,24.2916666667,16.5416666667,7.8333333333,1.625
4.04375,0.4184266667,2018-09-26 00:00:00,0,4.7671650015,16.1654679694,20.8496339015,32.3924895445,23.9166666667,16.125,7.8333333333,67.1666666667,1.6374615851,AJM,21.93258,16.21426,11.4205,15.7958333333,0.00044,161.9583333333,2.6416666667,2,19.2721,-99.2077,3.2145833333,13.4583333333,18.9583333333,33.0833333333,21.5,15.375,6.1666666667,0.8333333333
4.2443514054,0.0483733333,2018-09-27 00:00:00,0,6.6764950044,18.2464039083,24.9239017044,35.3858019668,21.1666666667,13.8333333333,7.3333333333,68.1666666667,0.9123847554,AJM,20.872,15.51504,10.77175,15.4666666667,0.00023,148,2.4541666667,2,19.2721,-99.2077,4.04375,16.1654679694,20.8496339015,32.3924895445,23.9166666667,16.125,7.8333333333,1.875
4.375,-0.5935666667,2018-09-28 00:00:00,0,4.1666666667,18.6666666667,22.875,30.2083333333,24.4166666667,15.7083333333,8.5,68.875,0.7083333333,AJM,21.34911,14.8356,9.00771,15.4291666667,0.00024,196.0416666667,1.9041666667,2,19.2721,-99.2077,4.2443514054,18.2464039083,24.9239017044,35.3858019668,21.1666666667,13.8333333333,7.3333333333,1.6374615851
4.85625,0.1938766667,2018-09-29 00:00:00,0,5.3333333333,16.2083333333,21.75,26.6008228778,28.25,18.9166666667,9.4583333333,72.875,2.7916666667,AJM,21.21298,15.05221,9.90426,14.8583333333,0.00044,167.4583333333,1.95,2,19.2721,-99.2077,4.375,18.6666666667,22.875,30.2083333333,24.4166666667,15.7083333333,8.5,0.9123847554
3.6979166667,-0.16113,2018-09-30 00:00:00,0,2.1666666667,12.375,14.375,34.2916666667,21.25,14,7.2083333333,66.8333333333,3.9583333333,AJM,21.35858,15.68887,11.27365,15.85,0.0006,253.75,2.725,2,19.2721,-99.2077,4.85625,16.2083333333,21.75,26.6008228778,28.25,18.9166666667,9.4583333333,0.7083333333
5.6895833333,-0.00726,2018-10-01 00:00:00,0,5.7916666667,15.5416666667,21.4583333333,24.9166666667,23.7083333333,12.6666666667,11.1666666667,65.5,2.7083333333,AJM,21.92318,15.78024,11.15701,15.7875,0.00029,222.75,2.9916666667,2,19.2721,-99.2077,3.6979166667,12.375,14.375,34.2916666667,21.25,14,7.2083333333,2.7916666667
5.3833333333,0.26912,2018-10-02 00:00:00,0,4.5171650015,14.9154679694,19.3496339015,27.9341562112,19.9583333333,9.375,10.5833333333,65.1666666667,1.1374615851,AJM,21.98342,15.35662,9.68258,15.0875,0.00027,248,3.7,2,19.2721,-99.2077,5.6895833333,15.5416666667,21.4583333333,24.9166666667,23.7083333333,12.6666666667,11.1666666667,3.9583333333
5.1714347387,-0.20755,2018-10-03 00:00:00,0,5.0514950044,17.1214039083,22.0489017044,27.1774686335,18.125,8.9166666667,9.25,71,1.7457180887,AJM,21.56881,15.01745,10.13931,15.225,0.0003,305.5,3.3583333333,2,19.2721,-99.2077,5.3833333333,14.9154679694,19.3496339015,27.9341562112,19.9583333333,9.375,10.5833333333,2.7083333333
3.83125,0.2215933333,2018-10-04 00:00:00,0,4.6666666667,16.6666666667,21.1666666667,26.125,17,9.4166666667,7.4583333333,72.125,0.6666666667,AJM,22.07437,15.41326,10.33257,15.1916666667,0.00037,287.3333333333,2.8916666667,2,19.2721,-99.2077,5.1714347387,17.1214039083,22.0489017044,27.1774686335,18.125,8.9166666667,9.25,1.1374615851
3.8059564925,0.52499,2018-10-05 00:00:00,0,4.5171650015,16.6238013028,21.0163005681,40.3091562112,20.8398489826,13.4610993771,7.3789758783,65.125,1.8874615851,AJM,23.15408,16.08749,10.93575,15.5625,0.00028,222.25,2.7333333333,2,19.2721,-99.2077,3.83125,16.6666666667,21.1666666667,26.125,17,9.4166666667,7.4583333333,1.7457180887
4.2,0.38856,2018-10-06 00:00:00,0,3.0416666667,18.8333333333,22,44.7916666667,31.0833333333,22.9166666667,8.125,69.9166666667,1.0416666667,AJM,20.64395,15.52606,11.69418,15.1375,0.0002,147.4583333333,1.6583333333,2,19.2721,-99.2077,3.8059564925,16.6238013028,21.0163005681,40.3091562112,20.8398489826,13.4610993771,7.3789758783,0.6666666667
2.4354166667,0.4939266667,2018-10-07 00:00:00,0,2,15,17.0416666667,33.4583333333,25,20.375,4.625,71.4583333333,0.6666666667,AJM,21.6368,15.51476,11.70272,15.0208333333,0.00046,164.6666666667,1.6166666667,2,19.2721,-99.2077,4.2,18.8333333333,22,44.7916666667,31.0833333333,22.9166666667,8.125,1.8874615851
2.2,0.4819466667,2018-10-08 00:00:00,0,3.0171650015,14.1238013028,17.1829672348,32.8924895445,22.4583333333,18.0833333333,4.2083333333,71.7916666667,1.0541282518,AJM,20.63156,15.41528,11.61193,14.9333333333,0.00058,179.3333333333,1.9166666667,2,19.2721,-99.2077,2.4354166667,15,17.0416666667,33.4583333333,25,20.375,4.625,1.0416666667
4.7860180721,-0.5544766667,2018-10-09 00:00:00,0,5.0514950044,18.6214039083,23.715568371,34.9866248447,26.8333333333,18.5,8.4166666667,64.2916666667,0.8707180887,AJM,22.50555,15.97469,11.24133,16.5291666667,0.00038,160.2083333333,2.25,2,19.2721,-99.2077,2.2,14.1238013028,17.1829672348,32.8924895445,22.4583333333,18.0833333333,4.2083333333,0.6666666667
3.9416666667,-0.1582766667,2018-10-10 00:00:00,0,6.0833333333,24.0416666667,30.1666666667,32.375,31.4166666667,24.0416666667,7.5,72.375,1.125,AJM,21.38735,16.00839,12.24716,16.1666666667,0.00018,195.8333333333,1.6208333333,2,19.2721,-99.2077,4.7860180721,18.6214039083,23.715568371,34.9866248447,26.8333333333,18.5,8.4166666667,1.0541282518
